sample_id,class_label,class_name,image_path,conditioning_sigma,activation_path,batch_index,umap_x,umap_y
sample_007336,725,pitcher,images/imagenet_real/sample_007336.png,80.0,activations/imagenet_real/batch_000000,214,-0.775064,-2.2946324
sample_007357,751,racer,images/imagenet_real/sample_007357.png,80.0,activations/imagenet_real/batch_000000,215,1.8514675,0.9776456
sample_007422,827,stove,images/imagenet_real/sample_007422.png,80.0,activations/imagenet_real/batch_000000,216,-1.9914188,-0.8975663
sample_007523,2,great_white_shark,images/imagenet_real/sample_007523.png,80.0,activations/imagenet_real/batch_000000,217,-0.8183519,10.447863
sample_007534,88,macaw,images/imagenet_real/sample_007534.png,80.0,activations/imagenet_real/batch_000000,218,5.713452,2.0088358
sample_007563,86,partridge,images/imagenet_real/sample_007563.png,80.0,activations/imagenet_real/batch_000000,219,2.3733892,2.8073049
sample_007590,665,moped,images/imagenet_real/sample_007590.png,80.0,activations/imagenet_real/batch_000000,220,-1.5937366,0.9121956
sample_007594,394,sturgeon,images/imagenet_real/sample_007594.png,80.0,activations/imagenet_real/batch_000000,221,-0.39052045,6.2943754
sample_007602,394,sturgeon,images/imagenet_real/sample_007602.png,80.0,activations/imagenet_real/batch_000000,222,-0.5836342,7.368973
sample_007616,88,macaw,images/imagenet_real/sample_007616.png,80.0,activations/imagenet_real/batch_000000,223,5.5875793,1.4977266
sample_007658,115,sea_slug,images/imagenet_real/sample_007658.png,80.0,activations/imagenet_real/batch_000000,224,15.790312,-4.586858
sample_007728,704,parking_meter,images/imagenet_real/sample_007728.png,80.0,activations/imagenet_real/batch_000000,225,-1.2671896,0.21456592
sample_007742,197,giant_schnauzer,images/imagenet_real/sample_007742.png,80.0,activations/imagenet_real/batch_000000,226,0.49219894,4.023882
sample_007773,704,parking_meter,images/imagenet_real/sample_007773.png,80.0,activations/imagenet_real/batch_000000,227,0.28283623,0.6493808
sample_007783,173,Ibizan_hound,images/imagenet_real/sample_007783.png,80.0,activations/imagenet_real/batch_000000,228,-1.2814515,3.117644
sample_007869,67,diamondback,images/imagenet_real/sample_007869.png,80.0,activations/imagenet_real/batch_000000,229,-3.4210641,5.917954
sample_007914,319,dragonfly,images/imagenet_real/sample_007914.png,80.0,activations/imagenet_real/batch_000000,230,4.6766768,-0.47002858
sample_007924,173,Ibizan_hound,images/imagenet_real/sample_007924.png,80.0,activations/imagenet_real/batch_000000,231,-0.046597216,2.4772546
sample_008015,725,pitcher,images/imagenet_real/sample_008015.png,80.0,activations/imagenet_real/batch_000000,232,-0.66048014,-2.2584453
sample_008047,86,partridge,images/imagenet_real/sample_008047.png,80.0,activations/imagenet_real/batch_000000,233,2.300996,2.6480422
sample_008079,704,parking_meter,images/imagenet_real/sample_008079.png,80.0,activations/imagenet_real/batch_000000,234,-0.7996881,-0.019218426
sample_008138,67,diamondback,images/imagenet_real/sample_008138.png,80.0,activations/imagenet_real/batch_000000,235,-3.150259,5.630338
sample_008143,173,Ibizan_hound,images/imagenet_real/sample_008143.png,80.0,activations/imagenet_real/batch_000000,236,-0.4415597,2.73382
sample_008146,86,partridge,images/imagenet_real/sample_008146.png,80.0,activations/imagenet_real/batch_000000,237,2.4315443,2.952288
sample_008158,197,giant_schnauzer,images/imagenet_real/sample_008158.png,80.0,activations/imagenet_real/batch_000000,238,0.74972427,3.7752059
sample_008169,67,diamondback,images/imagenet_real/sample_008169.png,80.0,activations/imagenet_real/batch_000000,239,-3.3262658,5.7830606
sample_008192,665,moped,images/imagenet_real/sample_008192.png,80.0,activations/imagenet_real/batch_000000,240,-1.444516,0.8928758
sample_008211,394,sturgeon,images/imagenet_real/sample_008211.png,80.0,activations/imagenet_real/batch_000000,241,-0.62704784,7.4275203
sample_008239,2,great_white_shark,images/imagenet_real/sample_008239.png,80.0,activations/imagenet_real/batch_000000,242,-0.64572096,10.951136
sample_008267,2,great_white_shark,images/imagenet_real/sample_008267.png,80.0,activations/imagenet_real/batch_000000,243,-0.645065,10.993031
sample_008272,394,sturgeon,images/imagenet_real/sample_008272.png,80.0,activations/imagenet_real/batch_000000,244,-0.5789284,7.491888
sample_008274,649,megalith,images/imagenet_real/sample_008274.png,80.0,activations/imagenet_real/batch_000000,245,-4.3465104,1.3421196
sample_008344,67,diamondback,images/imagenet_real/sample_008344.png,80.0,activations/imagenet_real/batch_000000,246,-2.8971379,5.845561
sample_008373,725,pitcher,images/imagenet_real/sample_008373.png,80.0,activations/imagenet_real/batch_000000,247,-0.8581969,-2.343458
sample_008427,649,megalith,images/imagenet_real/sample_008427.png,80.0,activations/imagenet_real/batch_000000,248,-4.2664313,1.2558593
sample_008433,665,moped,images/imagenet_real/sample_008433.png,80.0,activations/imagenet_real/batch_000000,249,-1.2331342,1.2116349
sample_008440,173,Ibizan_hound,images/imagenet_real/sample_008440.png,80.0,activations/imagenet_real/batch_000000,250,-0.086162575,2.4836574
sample_008456,173,Ibizan_hound,images/imagenet_real/sample_008456.png,80.0,activations/imagenet_real/batch_000000,251,-1.2866215,3.1006427
sample_008486,725,pitcher,images/imagenet_real/sample_008486.png,80.0,activations/imagenet_real/batch_000000,252,-0.71066445,-2.2704535
sample_008487,394,sturgeon,images/imagenet_real/sample_008487.png,80.0,activations/imagenet_real/batch_000000,253,-0.39658025,6.3675046
sample_008581,751,racer,images/imagenet_real/sample_008581.png,80.0,activations/imagenet_real/batch_000000,254,2.3182037,0.5358509
sample_008582,827,stove,images/imagenet_real/sample_008582.png,80.0,activations/imagenet_real/batch_000000,255,-2.1497018,-0.7851783
sample_008609,725,pitcher,images/imagenet_real/sample_008609.png,80.0,activations/imagenet_real/batch_000000,256,0.6615292,-2.2928076
sample_008610,649,megalith,images/imagenet_real/sample_008610.png,80.0,activations/imagenet_real/batch_000000,257,-3.740392,0.75586456
sample_008634,197,giant_schnauzer,images/imagenet_real/sample_008634.png,80.0,activations/imagenet_real/batch_000000,258,0.62453884,4.3661404
sample_008706,704,parking_meter,images/imagenet_real/sample_008706.png,80.0,activations/imagenet_real/batch_000000,259,-1.3441898,0.18699168
sample_008771,751,racer,images/imagenet_real/sample_008771.png,80.0,activations/imagenet_real/batch_000000,260,2.5048225,0.44212228
sample_008788,86,partridge,images/imagenet_real/sample_008788.png,80.0,activations/imagenet_real/batch_000000,261,2.1809134,2.4860153
sample_008841,649,megalith,images/imagenet_real/sample_008841.png,80.0,activations/imagenet_real/batch_000000,262,-3.7395213,0.7691817
sample_008937,704,parking_meter,images/imagenet_real/sample_008937.png,80.0,activations/imagenet_real/batch_000000,263,-0.87945664,-0.0016423023
sample_008950,394,sturgeon,images/imagenet_real/sample_008950.png,80.0,activations/imagenet_real/batch_000000,264,-0.6156603,7.458142
sample_008991,725,pitcher,images/imagenet_real/sample_008991.png,80.0,activations/imagenet_real/batch_000000,265,-0.8244163,-2.349381
sample_009014,115,sea_slug,images/imagenet_real/sample_009014.png,80.0,activations/imagenet_real/batch_000000,266,15.974744,-4.821967
sample_009054,2,great_white_shark,images/imagenet_real/sample_009054.png,80.0,activations/imagenet_real/batch_000000,267,-0.6681038,10.87235
sample_009080,115,sea_slug,images/imagenet_real/sample_009080.png,80.0,activations/imagenet_real/batch_000000,268,15.953829,-4.831256
sample_009152,88,macaw,images/imagenet_real/sample_009152.png,80.0,activations/imagenet_real/batch_000000,269,5.7590604,1.9250538
sample_009153,751,racer,images/imagenet_real/sample_009153.png,80.0,activations/imagenet_real/batch_000000,270,2.1847098,0.27347314
sample_009159,88,macaw,images/imagenet_real/sample_009159.png,80.0,activations/imagenet_real/batch_000000,271,5.641872,1.9490746
sample_009190,704,parking_meter,images/imagenet_real/sample_009190.png,80.0,activations/imagenet_real/batch_000000,272,0.067561515,0.5174349
sample_009314,827,stove,images/imagenet_real/sample_009314.png,80.0,activations/imagenet_real/batch_000000,273,-2.0943172,-0.8515686
sample_009320,751,racer,images/imagenet_real/sample_009320.png,80.0,activations/imagenet_real/batch_000000,274,2.414881,0.5323188
sample_009336,88,macaw,images/imagenet_real/sample_009336.png,80.0,activations/imagenet_real/batch_000000,275,5.739622,2.006524
sample_009378,2,great_white_shark,images/imagenet_real/sample_009378.png,80.0,activations/imagenet_real/batch_000000,276,-0.7406413,10.920444
sample_009452,67,diamondback,images/imagenet_real/sample_009452.png,80.0,activations/imagenet_real/batch_000000,277,-3.4657485,5.9668922
sample_009461,2,great_white_shark,images/imagenet_real/sample_009461.png,80.0,activations/imagenet_real/batch_000000,278,-0.71677095,10.845279
sample_009564,67,diamondback,images/imagenet_real/sample_009564.png,80.0,activations/imagenet_real/batch_000000,279,-3.3764215,5.812716
sample_009619,704,parking_meter,images/imagenet_real/sample_009619.png,80.0,activations/imagenet_real/batch_000000,280,-1.2670844,0.24667439
sample_009623,2,great_white_shark,images/imagenet_real/sample_009623.png,80.0,activations/imagenet_real/batch_000000,281,-0.64564127,10.964933
sample_009630,665,moped,images/imagenet_real/sample_009630.png,80.0,activations/imagenet_real/batch_000000,282,-1.6470622,0.83793527
sample_009649,2,great_white_shark,images/imagenet_real/sample_009649.png,80.0,activations/imagenet_real/batch_000000,283,-0.8196846,10.805508
sample_009659,725,pitcher,images/imagenet_real/sample_009659.png,80.0,activations/imagenet_real/batch_000000,284,-0.7869888,-2.3650696
sample_009706,827,stove,images/imagenet_real/sample_009706.png,80.0,activations/imagenet_real/batch_000000,285,-1.7553672,-1.1286508
sample_009720,665,moped,images/imagenet_real/sample_009720.png,80.0,activations/imagenet_real/batch_000000,286,-1.1829145,1.3980649
sample_009771,319,dragonfly,images/imagenet_real/sample_009771.png,80.0,activations/imagenet_real/batch_000000,287,4.0634027,-0.30183688
sample_009788,115,sea_slug,images/imagenet_real/sample_009788.png,80.0,activations/imagenet_real/batch_000000,288,16.095434,-5.035628
sample_009812,88,macaw,images/imagenet_real/sample_009812.png,80.0,activations/imagenet_real/batch_000000,289,5.720245,1.962862
sample_009849,319,dragonfly,images/imagenet_real/sample_009849.png,80.0,activations/imagenet_real/batch_000000,290,4.590758,-0.4835983
sample_009972,197,giant_schnauzer,images/imagenet_real/sample_009972.png,80.0,activations/imagenet_real/batch_000000,291,0.553465,4.484773
sample_010009,88,macaw,images/imagenet_real/sample_010009.png,14.0,activations/imagenet_real/batch_000000,292,5.4215813,1.6033446
sample_010104,704,parking_meter,images/imagenet_real/sample_010104.png,14.0,activations/imagenet_real/batch_000000,293,-0.3513287,0.16938972
sample_010220,751,racer,images/imagenet_real/sample_010220.png,14.0,activations/imagenet_real/batch_000000,294,2.3058445,0.47639924
sample_010236,2,great_white_shark,images/imagenet_real/sample_010236.png,14.0,activations/imagenet_real/batch_000000,295,-0.43642423,10.670757
sample_010303,665,moped,images/imagenet_real/sample_010303.png,14.0,activations/imagenet_real/batch_000000,296,-1.4387466,1.0556866
sample_010323,827,stove,images/imagenet_real/sample_010323.png,14.0,activations/imagenet_real/batch_000000,297,-1.7974079,-0.52984023
sample_010360,665,moped,images/imagenet_real/sample_010360.png,14.0,activations/imagenet_real/batch_000000,298,-0.63779664,1.2212161
sample_010381,173,Ibizan_hound,images/imagenet_real/sample_010381.png,14.0,activations/imagenet_real/batch_000000,299,-0.44115975,2.8408206
sample_010450,319,dragonfly,images/imagenet_real/sample_010450.png,14.0,activations/imagenet_real/batch_000000,300,4.3203983,0.13721055
sample_010473,704,parking_meter,images/imagenet_real/sample_010473.png,14.0,activations/imagenet_real/batch_000000,301,-0.890177,0.056820497
sample_010547,704,parking_meter,images/imagenet_real/sample_010547.png,14.0,activations/imagenet_real/batch_000000,302,-0.14061998,0.54740417
sample_010571,665,moped,images/imagenet_real/sample_010571.png,14.0,activations/imagenet_real/batch_000000,303,-0.9500874,1.3365871
sample_010606,86,partridge,images/imagenet_real/sample_010606.png,14.0,activations/imagenet_real/batch_000000,304,1.9002066,2.2594416
sample_010645,115,sea_slug,images/imagenet_real/sample_010645.png,14.0,activations/imagenet_real/batch_000000,305,16.004202,-5.0986643
sample_010709,751,racer,images/imagenet_real/sample_010709.png,14.0,activations/imagenet_real/batch_000000,306,1.6308374,0.12186682
sample_010754,649,megalith,images/imagenet_real/sample_010754.png,14.0,activations/imagenet_real/batch_000000,307,-3.1359756,1.4185659
sample_010790,88,macaw,images/imagenet_real/sample_010790.png,14.0,activations/imagenet_real/batch_000000,308,5.3874407,1.485592
sample_010852,86,partridge,images/imagenet_real/sample_010852.png,14.0,activations/imagenet_real/batch_000000,309,2.2001214,2.6767561
sample_010860,704,parking_meter,images/imagenet_real/sample_010860.png,14.0,activations/imagenet_real/batch_000000,310,-0.5945433,0.12348948
sample_010862,751,racer,images/imagenet_real/sample_010862.png,14.0,activations/imagenet_real/batch_000000,311,2.4717226,0.45284835
sample_010864,649,megalith,images/imagenet_real/sample_010864.png,14.0,activations/imagenet_real/batch_000000,312,-3.2959828,1.3351622
sample_010897,173,Ibizan_hound,images/imagenet_real/sample_010897.png,14.0,activations/imagenet_real/batch_000000,313,-0.68834627,3.2988117
sample_010921,88,macaw,images/imagenet_real/sample_010921.png,14.0,activations/imagenet_real/batch_000000,314,5.742689,1.8255332
sample_010934,319,dragonfly,images/imagenet_real/sample_010934.png,14.0,activations/imagenet_real/batch_000000,315,4.3874545,0.17315803
sample_010982,173,Ibizan_hound,images/imagenet_real/sample_010982.png,14.0,activations/imagenet_real/batch_000000,316,-0.79942864,3.135678
sample_011005,649,megalith,images/imagenet_real/sample_011005.png,14.0,activations/imagenet_real/batch_000000,317,-4.238909,1.3648916
sample_011032,930,French_loaf,images/imagenet_real/sample_011032.png,14.0,activations/imagenet_real/batch_000000,318,0.64659625,-4.5716305
sample_011115,930,French_loaf,images/imagenet_real/sample_011115.png,14.0,activations/imagenet_real/batch_000000,319,0.6842865,-4.6637254
sample_011126,827,stove,images/imagenet_real/sample_011126.png,14.0,activations/imagenet_real/batch_000000,320,-1.8164455,-0.8685485
sample_011171,930,French_loaf,images/imagenet_real/sample_011171.png,14.0,activations/imagenet_real/batch_000000,321,0.8399336,-4.478105
sample_011177,665,moped,images/imagenet_real/sample_011177.png,14.0,activations/imagenet_real/batch_000000,322,-0.688849,1.308196
sample_011179,751,racer,images/imagenet_real/sample_011179.png,14.0,activations/imagenet_real/batch_000000,323,2.36196,0.4299244
sample_011200,197,giant_schnauzer,images/imagenet_real/sample_011200.png,14.0,activations/imagenet_real/batch_000000,324,0.67547846,2.8947077
sample_011204,67,diamondback,images/imagenet_real/sample_011204.png,14.0,activations/imagenet_real/batch_000000,325,-3.2522218,5.7654963
sample_011264,725,pitcher,images/imagenet_real/sample_011264.png,14.0,activations/imagenet_real/batch_000000,326,0.5229754,-2.1239138
sample_011282,86,partridge,images/imagenet_real/sample_011282.png,14.0,activations/imagenet_real/batch_000000,327,1.7625543,2.5220113
sample_011305,827,stove,images/imagenet_real/sample_011305.png,14.0,activations/imagenet_real/batch_000000,328,-0.6404754,-1.3415961
sample_011323,197,giant_schnauzer,images/imagenet_real/sample_011323.png,14.0,activations/imagenet_real/batch_000000,329,0.7950793,3.295683
sample_011366,649,megalith,images/imagenet_real/sample_011366.png,14.0,activations/imagenet_real/batch_000000,330,-3.8330383,1.1651689
sample_011400,827,stove,images/imagenet_real/sample_011400.png,14.0,activations/imagenet_real/batch_000000,331,-2.0442715,-0.90029657
sample_011441,827,stove,images/imagenet_real/sample_011441.png,14.0,activations/imagenet_real/batch_000000,332,-2.097543,-0.7308473
sample_011463,2,great_white_shark,images/imagenet_real/sample_011463.png,14.0,activations/imagenet_real/batch_000000,333,-0.41232347,10.668802
sample_011478,394,sturgeon,images/imagenet_real/sample_011478.png,14.0,activations/imagenet_real/batch_000000,334,-0.4463805,6.300944
sample_011486,751,racer,images/imagenet_real/sample_011486.png,14.0,activations/imagenet_real/batch_000000,335,2.025718,0.63269514
sample_011505,827,stove,images/imagenet_real/sample_011505.png,14.0,activations/imagenet_real/batch_000000,336,-1.8510631,-0.8349329
sample_011525,725,pitcher,images/imagenet_real/sample_011525.png,14.0,activations/imagenet_real/batch_000000,337,0.47130528,-2.3496764
sample_011540,319,dragonfly,images/imagenet_real/sample_011540.png,14.0,activations/imagenet_real/batch_000000,338,4.560945,-0.1285841
sample_011561,665,moped,images/imagenet_real/sample_011561.png,14.0,activations/imagenet_real/batch_000000,339,-1.4506824,0.97437537
sample_011602,86,partridge,images/imagenet_real/sample_011602.png,14.0,activations/imagenet_real/batch_000000,340,2.2620752,2.8653176
sample_011624,394,sturgeon,images/imagenet_real/sample_011624.png,14.0,activations/imagenet_real/batch_000000,341,-0.510097,6.508577
sample_011660,67,diamondback,images/imagenet_real/sample_011660.png,14.0,activations/imagenet_real/batch_000000,342,-2.9134727,5.61442
sample_011678,86,partridge,images/imagenet_real/sample_011678.png,14.0,activations/imagenet_real/batch_000000,343,1.3960267,2.725843
sample_011712,725,pitcher,images/imagenet_real/sample_011712.png,14.0,activations/imagenet_real/batch_000000,344,0.6507791,-2.2853944
sample_011744,86,partridge,images/imagenet_real/sample_011744.png,14.0,activations/imagenet_real/batch_000000,345,2.3628333,2.9334724
sample_011840,197,giant_schnauzer,images/imagenet_real/sample_011840.png,14.0,activations/imagenet_real/batch_000000,346,0.74870443,3.8148048
sample_011846,930,French_loaf,images/imagenet_real/sample_011846.png,14.0,activations/imagenet_real/batch_000000,347,0.63074243,-4.6242
sample_011868,725,pitcher,images/imagenet_real/sample_011868.png,14.0,activations/imagenet_real/batch_000000,348,-0.32209843,-2.1167321
sample_011915,649,megalith,images/imagenet_real/sample_011915.png,14.0,activations/imagenet_real/batch_000000,349,-3.2821743,1.0169752
sample_011931,704,parking_meter,images/imagenet_real/sample_011931.png,14.0,activations/imagenet_real/batch_000000,350,0.17813204,0.5512257
sample_011942,86,partridge,images/imagenet_real/sample_011942.png,14.0,activations/imagenet_real/batch_000000,351,2.1584044,2.6928265
sample_011982,67,diamondback,images/imagenet_real/sample_011982.png,14.0,activations/imagenet_real/batch_000000,352,-2.8128173,5.385929
sample_011991,86,partridge,images/imagenet_real/sample_011991.png,14.0,activations/imagenet_real/batch_000000,353,2.3473954,2.8302665
sample_012058,827,stove,images/imagenet_real/sample_012058.png,14.0,activations/imagenet_real/batch_000000,354,-1.6338477,-0.9915005
sample_012095,67,diamondback,images/imagenet_real/sample_012095.png,14.0,activations/imagenet_real/batch_000000,355,-3.126184,5.769119
sample_012160,930,French_loaf,images/imagenet_real/sample_012160.png,14.0,activations/imagenet_real/batch_000000,356,0.6036726,-4.8800654
sample_012180,704,parking_meter,images/imagenet_real/sample_012180.png,14.0,activations/imagenet_real/batch_000000,357,-0.55990267,0.062259577
sample_012217,827,stove,images/imagenet_real/sample_012217.png,14.0,activations/imagenet_real/batch_000000,358,-1.8973699,-0.77534586
sample_012223,827,stove,images/imagenet_real/sample_012223.png,14.0,activations/imagenet_real/batch_000000,359,-1.8983004,-1.037385
sample_012246,115,sea_slug,images/imagenet_real/sample_012246.png,14.0,activations/imagenet_real/batch_000000,360,15.944883,-4.8691945
sample_012322,197,giant_schnauzer,images/imagenet_real/sample_012322.png,14.0,activations/imagenet_real/batch_000000,361,0.8242247,4.01467
sample_012415,751,racer,images/imagenet_real/sample_012415.png,14.0,activations/imagenet_real/batch_000000,362,2.1493518,0.25048047
sample_012426,173,Ibizan_hound,images/imagenet_real/sample_012426.png,14.0,activations/imagenet_real/batch_000000,363,-1.161729,3.089667
sample_012434,88,macaw,images/imagenet_real/sample_012434.png,14.0,activations/imagenet_real/batch_000000,364,0.72349083,-0.9864572
sample_012502,827,stove,images/imagenet_real/sample_012502.png,14.0,activations/imagenet_real/batch_000000,365,-1.7156607,-1.1460706
sample_012503,704,parking_meter,images/imagenet_real/sample_012503.png,14.0,activations/imagenet_real/batch_000000,366,-0.6122683,-0.08696979
sample_012554,725,pitcher,images/imagenet_real/sample_012554.png,14.0,activations/imagenet_real/batch_000000,367,0.52534926,-2.8233914
sample_012587,649,megalith,images/imagenet_real/sample_012587.png,14.0,activations/imagenet_real/batch_000000,368,-3.708405,0.836833
sample_012589,827,stove,images/imagenet_real/sample_012589.png,14.0,activations/imagenet_real/batch_000000,369,-1.9219569,-0.7653181
sample_012590,665,moped,images/imagenet_real/sample_012590.png,14.0,activations/imagenet_real/batch_000000,370,-1.2111536,1.2538226
sample_012623,173,Ibizan_hound,images/imagenet_real/sample_012623.png,14.0,activations/imagenet_real/batch_000000,371,-1.156304,3.0333889
sample_012669,86,partridge,images/imagenet_real/sample_012669.png,14.0,activations/imagenet_real/batch_000000,372,0.68251073,-0.8473228
sample_012711,319,dragonfly,images/imagenet_real/sample_012711.png,14.0,activations/imagenet_real/batch_000000,373,4.6477413,-0.36719945
sample_012719,394,sturgeon,images/imagenet_real/sample_012719.png,14.0,activations/imagenet_real/batch_000000,374,-0.56104094,6.955887
sample_012725,649,megalith,images/imagenet_real/sample_012725.png,14.0,activations/imagenet_real/batch_000000,375,-3.7906015,1.0440928
sample_012791,649,megalith,images/imagenet_real/sample_012791.png,14.0,activations/imagenet_real/batch_000000,376,-3.7141635,0.913598
sample_012870,197,giant_schnauzer,images/imagenet_real/sample_012870.png,14.0,activations/imagenet_real/batch_000000,377,0.3422526,4.190341
sample_012879,394,sturgeon,images/imagenet_real/sample_012879.png,14.0,activations/imagenet_real/batch_000000,378,-0.7111154,7.390412
sample_012914,751,racer,images/imagenet_real/sample_012914.png,14.0,activations/imagenet_real/batch_000000,379,2.3973565,0.41921443
sample_012915,2,great_white_shark,images/imagenet_real/sample_012915.png,14.0,activations/imagenet_real/batch_000000,380,-0.496268,10.76517
sample_012944,197,giant_schnauzer,images/imagenet_real/sample_012944.png,14.0,activations/imagenet_real/batch_000000,381,0.4289499,4.3435855
sample_012975,725,pitcher,images/imagenet_real/sample_012975.png,14.0,activations/imagenet_real/batch_000000,382,0.6479559,-2.3532486
sample_012995,930,French_loaf,images/imagenet_real/sample_012995.png,14.0,activations/imagenet_real/batch_000000,383,0.65900064,-4.7098894
sample_013014,751,racer,images/imagenet_real/sample_013014.png,14.0,activations/imagenet_real/batch_000000,384,1.864964,0.33659843
sample_013074,394,sturgeon,images/imagenet_real/sample_013074.png,14.0,activations/imagenet_real/batch_000000,385,-0.66856873,7.405787
sample_013122,649,megalith,images/imagenet_real/sample_013122.png,14.0,activations/imagenet_real/batch_000000,386,-4.2205453,1.2960495
sample_013143,665,moped,images/imagenet_real/sample_013143.png,14.0,activations/imagenet_real/batch_000000,387,-1.4149337,1.0220793
sample_013182,319,dragonfly,images/imagenet_real/sample_013182.png,14.0,activations/imagenet_real/batch_000000,388,4.6783285,-0.3702821
sample_013206,649,megalith,images/imagenet_real/sample_013206.png,14.0,activations/imagenet_real/batch_000000,389,-3.8330832,1.4483298
sample_013229,88,macaw,images/imagenet_real/sample_013229.png,14.0,activations/imagenet_real/batch_000000,390,5.3790846,2.0464504
sample_013230,930,French_loaf,images/imagenet_real/sample_013230.png,14.0,activations/imagenet_real/batch_000000,391,0.6586101,-3.2559295
sample_013300,86,partridge,images/imagenet_real/sample_013300.png,14.0,activations/imagenet_real/batch_000000,392,1.8427236,2.4107194
sample_013301,725,pitcher,images/imagenet_real/sample_013301.png,14.0,activations/imagenet_real/batch_000000,393,0.6615595,-2.304983
sample_013303,930,French_loaf,images/imagenet_real/sample_013303.png,14.0,activations/imagenet_real/batch_000000,394,0.81630445,-4.2506924
sample_013334,197,giant_schnauzer,images/imagenet_real/sample_013334.png,14.0,activations/imagenet_real/batch_000000,395,0.4887282,4.445318
sample_013449,319,dragonfly,images/imagenet_real/sample_013449.png,14.0,activations/imagenet_real/batch_000000,396,4.845675,-0.30378056
sample_013502,67,diamondback,images/imagenet_real/sample_013502.png,14.0,activations/imagenet_real/batch_000000,397,-3.1332273,5.8732557
sample_013540,173,Ibizan_hound,images/imagenet_real/sample_013540.png,14.0,activations/imagenet_real/batch_000000,398,0.22783487,2.3388119
sample_013655,394,sturgeon,images/imagenet_real/sample_013655.png,14.0,activations/imagenet_real/batch_000000,399,-0.87107027,7.7680945
sample_013698,725,pitcher,images/imagenet_real/sample_013698.png,14.0,activations/imagenet_real/batch_000000,400,-0.36088902,-2.1524546
sample_013756,86,partridge,images/imagenet_real/sample_013756.png,14.0,activations/imagenet_real/batch_000000,401,1.6970046,2.437244
sample_013796,197,giant_schnauzer,images/imagenet_real/sample_013796.png,14.0,activations/imagenet_real/batch_000000,402,0.38974938,4.264183
sample_013861,665,moped,images/imagenet_real/sample_013861.png,14.0,activations/imagenet_real/batch_000000,403,-0.98951447,1.7227205
sample_013894,394,sturgeon,images/imagenet_real/sample_013894.png,14.0,activations/imagenet_real/batch_000000,404,-0.74605674,7.279928
sample_013911,649,megalith,images/imagenet_real/sample_013911.png,14.0,activations/imagenet_real/batch_000000,405,-4.065325,1.4864874
sample_013975,88,macaw,images/imagenet_real/sample_013975.png,14.0,activations/imagenet_real/batch_000000,406,5.4049015,2.0111732
sample_013981,115,sea_slug,images/imagenet_real/sample_013981.png,14.0,activations/imagenet_real/batch_000000,407,15.858546,-4.9989033
sample_013982,930,French_loaf,images/imagenet_real/sample_013982.png,14.0,activations/imagenet_real/batch_000000,408,0.7632099,-4.4640484
sample_014030,88,macaw,images/imagenet_real/sample_014030.png,14.0,activations/imagenet_real/batch_000000,409,5.5230274,1.9878335
sample_014046,86,partridge,images/imagenet_real/sample_014046.png,14.0,activations/imagenet_real/batch_000000,410,2.0692303,2.6852417
sample_014115,197,giant_schnauzer,images/imagenet_real/sample_014115.png,14.0,activations/imagenet_real/batch_000000,411,0.5178683,4.348508
sample_014124,67,diamondback,images/imagenet_real/sample_014124.png,14.0,activations/imagenet_real/batch_000000,412,-3.2230437,5.8915963
sample_014196,704,parking_meter,images/imagenet_real/sample_014196.png,14.0,activations/imagenet_real/batch_000000,413,-1.0333875,0.06356658
sample_014198,173,Ibizan_hound,images/imagenet_real/sample_014198.png,14.0,activations/imagenet_real/batch_000000,414,-0.15350364,2.630768
sample_014205,827,stove,images/imagenet_real/sample_014205.png,14.0,activations/imagenet_real/batch_000000,415,-1.9306788,-0.82163167
sample_014207,67,diamondback,images/imagenet_real/sample_014207.png,14.0,activations/imagenet_real/batch_000000,416,-3.2679937,5.838025
sample_014267,827,stove,images/imagenet_real/sample_014267.png,14.0,activations/imagenet_real/batch_000000,417,-0.6050231,-1.3079796
sample_014269,2,great_white_shark,images/imagenet_real/sample_014269.png,14.0,activations/imagenet_real/batch_000000,418,-0.5391619,10.739385
sample_014285,319,dragonfly,images/imagenet_real/sample_014285.png,14.0,activations/imagenet_real/batch_000000,419,4.828232,-0.3589548
sample_014291,115,sea_slug,images/imagenet_real/sample_014291.png,14.0,activations/imagenet_real/batch_000000,420,15.836889,-4.7193823
sample_014305,197,giant_schnauzer,images/imagenet_real/sample_014305.png,14.0,activations/imagenet_real/batch_000000,421,0.71349436,3.8243213
sample_014324,88,macaw,images/imagenet_real/sample_014324.png,14.0,activations/imagenet_real/batch_000000,422,5.637712,1.8509187
sample_014349,319,dragonfly,images/imagenet_real/sample_014349.png,14.0,activations/imagenet_real/batch_000000,423,4.5835013,-0.0024547789
sample_014377,2,great_white_shark,images/imagenet_real/sample_014377.png,14.0,activations/imagenet_real/batch_000000,424,-0.5153887,10.482287
sample_014396,394,sturgeon,images/imagenet_real/sample_014396.png,14.0,activations/imagenet_real/batch_000000,425,-0.58875614,7.4545655
sample_014416,930,French_loaf,images/imagenet_real/sample_014416.png,14.0,activations/imagenet_real/batch_000000,426,0.72430474,-4.6869183
sample_014513,173,Ibizan_hound,images/imagenet_real/sample_014513.png,14.0,activations/imagenet_real/batch_000000,427,-1.1190404,2.9543579
sample_014527,115,sea_slug,images/imagenet_real/sample_014527.png,14.0,activations/imagenet_real/batch_000000,428,15.691362,-4.7450438
